HPSA.Discipline.Class,HPSA.Score,HPSA.FTE,HPSA.Designation.Population,Common.Region.Name,HPSA.Shortage,HPSA.Designation.Date,Perc.Pop.Below.Poverty,Perc.Pop.Served,HPSA_score_high,prediction,prediction.val
Primary Care,16,2.017,33842,Region 5,9.263,2/1/2022,0.172,0.178801489,0,0.141133245,0
Primary Care,14,0.865,5930,Region 5,1.115,3/1/2022,0.116,0.437605396,0,0.023691995,0
Primary Care,15,0.296,4890,Region 5,1.334,11/1/2021,0.135,0.181595092,0,0.076859791,0
Primary Care,13,1.1024,5651,Region 5,0.7776,1/1/2022,0.14,0.585206158,0,0.022686018,0
Primary Care,13,4.35,17491,Region 3,0.65,8/1/2021,0.185,0.870447659,0,0.018893295,0
Primary Care,14,3.1,25942,Region 3,4.31,3/1/2022,0.051,0.418240691,0,0.007793479,0
Primary Care,8,8.075,35682,Region 3,2.115,4/1/2021,0.118,0.792052015,0,0.004849206,0
Primary Care,13,3.75,11304,Region 3,0.02,1/1/2020,0.164,0.99522293,0,0.009022938,0
Primary Care,15,2.675,10921,Region 3,0.445,12/1/2021,0.168,0.857247505,0,0.01695567,0
Primary Care,13,11.775,43854,Region 3,0.755,9/1/2020,0.187,0.93975464,0,0.007397965,0
Primary Care,13,11.775,43854,Region 3,0.755,9/1/2020,0.187,0.93975464,0,0.007397965,0
Primary Care,20,1.9372,11011,Region 3,1.7328,7/1/2022,0.236,0.527835801,1,0.163029583,0
Primary Care,18,0.25,2856,Region 6,0.57,11/1/2019,0.255,0.306372549,1,0.363695845,0
Primary Care,16,1,14449,Region 6,3.13,2/1/2020,0.155,0.242231296,0,0.093562041,0
Primary Care,17,1.8,18403,Region 6,4.33,10/1/2018,0.181,0.293430419,0,0.118201137,0
Primary Care,12,2.875,12447,Region 6,0.685,10/1/2020,0.192,0.808387563,0,0.026407787,0
Primary Care,9,31.4021,101296,Region 6,2.3679,7/1/2018,0.191,0.930007108,0,0.000917305,0
Primary Care,14,0,2299,Region 6,0.77,2/1/2020,0.131,0,0,0.12942113,0
Primary Care,8,6.01,19244,Region 6,0.4,11/1/2018,0.148,0.936915402,0,0.005553713,0
Primary Care,12,4.45,20597,Region 6,2.42,12/1/2017,0.152,0.648152644,0,0.018061789,0
Primary Care,19,0.58,10146,Region 6,2.8,7/1/2018,0.194,0.171496156,1,0.217683808,0
Primary Care,11,5,24237,Region 6,1.92,4/1/2018,0.154,0.722036556,0,0.014104976,0
Primary Care,16,0.1463,1661,Region 6,0.4037,8/1/2021,0.08,0.264298615,0,0.02347131,0
Primary Care,14,0.555,5377,Region 6,1.235,5/1/2020,0.144,0.309652222,0,0.063637616,0
Primary Care,8,4.7,20605,Region 6,1.19,7/1/2021,0.11,0.798349915,0,0.004944985,0
Primary Care,11,36.231,130787,Region 6,7.369,12/1/2018,0.165,0.831068837,0,0.00050796,0
Primary Care,7,0.16,545,Region 6,0.02,1/1/2022,0.118,0.880733945,0,0.006911653,0
Primary Care,14,2.118,10905,Region 6,1.522,5/1/2018,0.12,0.582668501,0,0.015291711,0
Primary Care,14,13.269,119672,Region 6,26.621,7/1/2018,0.138,0.3326342,0,0.023530269,0
Primary Care,10,1.2,4677,Region 6,0.36,9/1/2017,0.151,0.769724182,0,0.016367496,0
Primary Care,15,0.6,5758,Region 6,1.05,4/1/2020,0.206,0.364709969,0,0.154946268,0
Primary Care,7,0,774,Region 6,0.22,1/1/2020,0.117,0,0,0.101475824,0
Primary Care,5,0,237,Region 6,0.07,8/1/2021,0.105,0,0,0.082338865,0
Primary Care,7,4.225,14876,Region 5,0.025,9/1/2021,0.16,0.994084431,0,0.006599384,0
Primary Care,19,0.4839,26797,Region 5,8.4461,5/1/2022,0.301,0.05418517,1,0.763628117,1
Primary Care,14,21.3891,113521,Region 5,16.4509,4/1/2022,0.135,0.565243435,0,0.003570479,0
Primary Care,11,1.38,5067,Region 5,0.31,12/1/2017,0.189,0.81705151,0,0.026388482,0
Primary Care,18,0.8743,11225,Region 5,2.8657,4/1/2018,0.172,0.233674833,1,0.121064622,0
Primary Care,17,0.1282,13648,Region 5,4.4218,10/1/2018,0.187,0.028209261,0,0.280794569,0
Primary Care,15,0.343,23327,Region 5,7.437,12/1/2017,0.174,0.044111973,0,0.23129179,0
Primary Care,16,0.2175,6568,Region 5,1.9725,1/1/2019,0.192,0.099269184,0,0.244646667,0
Primary Care,20,0.706,19692,Region 5,5.854,2/1/2022,0.334,0.107556368,1,0.825537991,1
Primary Care,15,1.198,33883,Region 5,10.092,8/1/2019,0.112,0.106070891,0,0.068637476,0
Primary Care,13,0.479,2817,Region 10,0.461,3/1/2022,0.078,0.510117146,0,0.009189297,0
Primary Care,12,6,34445,Region 10,3.84,9/1/2017,0.077,0.609667586,0,0.004013718,0
Primary Care,13,9.775,80217,Region 10,13.145,7/1/2017,0.078,0.426493137,0,0.00598949,0
Primary Care,16,4.05,99961,Region 10,24.51,9/1/2017,0.083,0.141805304,0,0.036120944,0
Primary Care,13,0,4740,Region 6,1.35,8/1/2021,0.091,0,0,0.066073868,0
Primary Care,16,1.15,10976,Region 6,2.51,9/1/2017,0.204,0.314322157,0,0.166939995,0
Primary Care,15,1.3464,12034,Region 6,2.6636,3/1/2017,0.181,0.335632375,0,0.106465331,0
Primary Care,16,3.3,27841,Region 6,4.65,6/1/2021,0.189,0.414855788,0,0.084678828,0
Primary Care,16,1.0208,5594,Region 6,0.8392,8/1/2021,0.204,0.547372184,0,0.086050781,0
Primary Care,16,1.0208,5594,Region 6,0.8392,8/1/2021,0.204,0.547372184,0,0.086050781,0
Primary Care,11,12.6686,49795,Region 6,3.9314,9/1/2019,0.18,0.763249322,0,0.009304773,0
Primary Care,10,0.27,984,Region 6,0.06,5/1/2020,0.133,0.823170732,0,0.010847386,0
Primary Care,14,2,15536,Region 6,3.18,4/1/2018,0.264,0.386199794,0,0.31493194,0
Primary Care,16,4.16,56068,Region 6,11.86,10/1/2018,0.12,0.259684669,0,0.04181676,0
Primary Care,15,7.551,47899,Region 6,8.419,8/1/2018,0.151,0.472932629,0,0.024797821,0
Primary Care,16,2.14,12208,Region 6,1.93,7/1/2020,0.269,0.525884666,0,0.238095054,0
Primary Care,8,10.5,39956,Region 6,0.92,4/1/2018,0.188,0.919761738,0,0.00799392,0
Primary Care,12,1.5,6856,Region 3,0.79,8/1/2018,0.132,0.656359393,0,0.018335839,0
Primary Care,8,4.3515,14224,Region 3,0.3885,12/1/2017,0.116,0.917744657,0,0.00441786,0
Primary Care,8,4.3515,14224,Region 3,0.3885,12/1/2017,0.116,0.917744657,0,0.00441786,0
Primary Care,15,10.4902,82365,Region 5,16.9698,9/1/2017,0.149,0.382091908,0,0.025873413,0
Primary Care,11,5.0242,23893,Region 5,2.9358,7/1/2021,0.11,0.630854225,0,0.007794932,0
Primary Care,18,7.0897,72961,Region 4,17.2303,12/1/2021,0.228,0.291511904,1,0.2318165,0
Primary Care,6,3.8068,14472,Region 1,1.0132,10/1/2021,0.187,0.789110006,0,0.018324918,0
Primary Care,3,2.2664,6899,Region 1,0.0336,10/1/2021,0.147,0.985505146,0,0.005407317,0
Primary Care,11,6.187,30193,Region 1,3.873,10/1/2021,0.216,0.61474514,0,0.044052336,0
Primary Care,11,0.7628,5242,Region 1,0.9872,10/1/2021,0.176,0.436474628,0,0.059883328,0
Primary Care,13,17.9164,73819,Region 1,6.6936,10/1/2021,0.221,0.728118777,0,0.010729836,0
Primary Care,9,10.9064,48919,Region 1,5.4036,10/1/2021,0.233,0.668840328,0,0.032444224,0
Primary Care,10,13.9134,62263,Region 1,6.8366,10/1/2021,0.281,0.670382089,0,0.058298926,0
Primary Care,17,0.6934,7241,Region 9,1.7166,6/1/2022,0.174,0.287253142,0,0.071806523,0
Primary Care,13,0.3,43084,Region 9,14.06,3/1/2021,0.156,0.020889425,0,0.144596454,0
Primary Care,16,7.5793,55581,Region 9,10.9507,12/1/2017,0.211,0.409096634,0,0.057701971,0
Primary Care,11,0,17001,Region 9,4.86,9/1/2017,0.04,0,0,0.017257822,0
Primary Care,11,0,17001,Region 9,4.86,9/1/2017,0.04,0,0,0.017257822,0
Primary Care,16,1.7788,20952,Region 9,5.2012,6/1/2017,0.129,0.254677358,0,0.033759112,0
Primary Care,14,3,12095,Region 9,0.46,6/1/2017,0.21,0.868127325,0,0.018401269,0
Primary Care,13,0,1437,Region 9,0.48,12/1/2017,0.336,0,0,0.811626519,1
Primary Care,15,2.9959,22809,Region 9,4.6041,5/1/2017,0.151,0.394054978,0,0.028781531,0
Primary Care,15,2.9959,22809,Region 9,4.6041,5/1/2017,0.151,0.394054978,0,0.028781531,0
Primary Care,16,0,7752,Region 9,2.58,10/1/2018,0.136,0,0,0.092821018,0
Primary Care,16,0,5267,Region 9,1.76,9/1/2021,0.147,0,0,0.110304131,0
Primary Care,18,11.1592,157635,Region 2,41.3808,10/1/2018,0.37,0.212376693,1,0.295001826,0
Primary Care,19,0.1448,19765,Region 2,6.4452,12/1/2021,0.344,0.021958007,1,0.432006132,0
Primary Care,10,1.2757,6144,Region 1,0.7743,10/1/2021,0.112,0.622884115,0,0.009843757,0
Primary Care,10,1.4275,8380,Region 1,1.3625,9/1/2021,0.106,0.51097852,0,0.012428509,0
Primary Care,16,11.9456,64127,Region 5,9.4344,3/1/2022,0.212,0.558844169,0,0.035738112,0
Primary Care,15,2.5326,15754,Region 5,2.7174,5/1/2019,0.169,0.482290212,0,0.047296381,0
Primary Care,18,1.4017,28034,Region 5,7.9383,3/1/2022,0.264,0.149996433,1,0.515925139,1
Primary Care,16,0.2863,8430,Region 5,2.5237,4/1/2022,0.189,0.101897983,0,0.233437613,0
Primary Care,12,1.7,7266,Region 5,0.38,9/1/2017,0.092,0.818882466,0,0.004166858,0
Primary Care,12,1.7,7266,Region 5,0.38,9/1/2017,0.092,0.818882466,0,0.004166858,0
Primary Care,15,0.7006,7044,Region 5,1.6494,7/1/2018,0.219,0.298409994,0,0.213535319,0
Primary Care,11,20.3432,160696,Region 5,33.2268,7/1/2018,0.139,0.379785433,0,0.01060935,0
Primary Care,16,0.9892,18792,Region 5,5.2708,10/1/2017,0.118,0.157939549,0,0.061258349,0
Primary Care,15,0,4021,Region 5,1.34,5/1/2022,0.09,0,0,0.0611664,0
Primary Care,15,0,4021,Region 5,1.34,5/1/2022,0.09,0,0,0.0611664,0
Primary Care,16,0.2538,5614,Region 5,1.6162,1/1/2022,0.17,0.135553972,0,0.158601555,0
Primary Care,12,4.1992,48018,Region 5,11.8108,12/1/2019,0.164,0.262359948,0,0.082995621,0
Primary Care,10,16.3768,81534,Region 5,10.8032,10/1/2020,0.149,0.602570707,0,0.006272657,0
Primary Care,21,1.5582,18269,Region 3,4.5318,3/1/2022,0.262,0.255897969,1,0.452495524,0
Primary Care,15,0,14930,Region 3,4.98,3/1/2022,0.09,0,0,0.07869891,0
Primary Care,13,4.1198,49294,Region 3,12.3102,2/1/2022,0.068,0.250720169,0,0.018676475,0
Primary Care,16,0.4712,9554,Region 3,2.7088,5/1/2022,0.057,0.148000837,0,0.025447056,0
Primary Care,11,1.0276,4423,Region 7,0.4424,12/1/2018,0.116,0.697038209,0,0.017712067,0
Primary Care,13,0.46,3459,Region 7,0.69,7/1/2022,0.129,0.398959237,0,0.059364186,0
Primary Care,7,1.287,4424,Region 7,0.183,12/1/2018,0.138,0.872739602,0,0.014955757,0
Primary Care,13,0.68,4436,Region 7,0.8,8/1/2018,0.109,0.45987376,0,0.033742885,0
Primary Care,16,0.95,14744,Region 7,3.96,7/1/2022,0.13,0.193298969,0,0.110830834,0
Primary Care,8,4.7,19092,Region 7,0.75,8/1/2018,0.13,0.861617431,0,0.009535208,0
Primary Care,16,22.72,235361,Region 2,55.73,12/1/2017,0.222,0.289597682,0,0.007725669,0
Primary Care,8,2.6904,9859,Region 1,0.5996,3/1/2022,0.125,0.818642864,0,0.005842355,0
Primary Care,9,13.5,51092,Region 1,1.1,9/1/2021,0.065,0.924802317,0,0.000447385,0
Primary Care,9,13.5,51092,Region 1,1.1,9/1/2021,0.065,0.924802317,0,0.000447385,0
Primary Care,9,13.5,51092,Region 1,1.1,9/1/2021,0.065,0.924802317,0,0.000447385,0
Primary Care,12,5.775,24282,Region 5,2.315,8/1/2020,0.334,0.713491475,0,0.276016954,0
Primary Care,21,0.4754,8200,Region 3,2.2546,7/1/2022,0.201,0.173902439,1,0.266146942,0
Primary Care,14,4.333,25915,Region 3,4.307,5/1/2021,0.137,0.501601389,0,0.025895488,0
Primary Care,14,4.333,25915,Region 3,4.307,5/1/2021,0.137,0.501601389,0,0.025895488,0
Primary Care,19,0.3284,15715,Region 3,4.9116,5/1/2022,0.143,0.062678969,1,0.15547036,0
Primary Care,15,0,11664,Region 3,3.33,12/1/2017,0.045,0,0,0.034328299,0
Primary Care,21,3.45,20103,Region 3,3.25,3/1/2022,0.402,0.51484853,1,0.804251755,1
Primary Care,20,0.8625,9001,Region 6,2.1375,2/1/2022,0.209,0.287523608,1,0.197011589,0
Primary Care,15,0,6911,Region 6,1.97,10/1/2017,0.098,0,0,0.075631395,0
Primary Care,12,3.91,18804,Region 6,2.36,2/1/2022,0.372,0.623803446,0,0.573473785,1
Primary Care,16,0,7231,Region 7,2.41,1/1/2022,0.129,0,0,0.194685855,0
Primary Care,9,1.55,6741,Region 7,0.38,7/1/2022,0.096,0.804776739,0,0.008265364,0
Primary Care,15,0.11,2487,Region 7,0.72,8/1/2020,0.128,0.132689988,0,0.129825799,0
Primary Care,15,0,3804,Region 7,1.27,5/1/2022,0.137,0,0,0.215743465,0
Primary Care,15,0,3804,Region 7,1.27,5/1/2022,0.137,0,0,0.215743465,0
Primary Care,11,2,11846,Region 7,1.38,5/1/2022,0.066,0.590916765,0,0.008978408,0
Primary Care,11,0,1945,Region 7,0.65,7/1/2022,0.125,0,0,0.178071706,0
Primary Care,13,1.869,10639,Region 7,1.681,8/1/2020,0.098,0.527023216,0,0.020167304,0
Primary Care,16,0,7467,Region 7,2.49,7/1/2022,0.136,0,0,0.216533406,0
Primary Care,8,4.9,20845,Region 7,1.06,7/1/2022,0.086,0.822739266,0,0.004649226,0
Primary Care,16,1.25,12836,Region 7,3.03,7/1/2022,0.096,0.292147086,0,0.043638191,0
Primary Care,13,0.28,6090,Region 7,1.75,7/1/2022,0.113,0.137931034,0,0.099690612,0
Primary Care,10,0.7,6933,Region 7,1.28,7/1/2022,0.108,0.353382374,0,0.046253518,0
Primary Care,13,0.59,5152,Region 7,1.13,6/1/2020,0.119,0.343555901,0,0.058303333,0
Primary Care,15,0.23,2670,Region 7,0.66,8/1/2018,0.145,0.258426966,0,0.119997858,0
Primary Care,15,0,3291,Region 7,1.1,7/1/2022,0.136,0,0,0.212011421,0
Primary Care,12,0.3,11039,Region 7,2.85,7/1/2022,0.101,0.095117311,0,0.093850401,0
Primary Care,15,0,2746,Region 7,0.92,7/1/2022,0.082,0,0,0.088090651,0
Primary Care,15,0.8988,4730,Region 7,0.6812,7/1/2022,0.176,0.569978858,0,0.078597499,0
Primary Care,10,1.7,9016,Region 7,0.88,8/1/2020,0.125,0.659937888,0,0.022176921,0
Primary Care,15,0,4892,Region 7,1.63,7/1/2022,0.108,0,0,0.138012692,0
Primary Care,7,4.625,16670,Region 7,0.135,2/1/2022,0.099,0.971085783,0,0.003756527,0
Primary Care,15,0,3567,Region 7,1.19,7/1/2022,0.119,0,0,0.163493692,0
Primary Care,11,0,1754,Region 7,0.58,3/1/2022,0.116,0,0,0.154348807,0
Primary Care,9,0,1146,Region 7,0.38,7/1/2022,0.14,0,0,0.222513962,0
Primary Care,8,1.88,5766,Region 7,0.04,12/1/2018,0.177,0.978147763,0,0.020858774,0
Primary Care,13,0,5038,Region 7,1.68,7/1/2022,0.145,0,0,0.243887991,0
Primary Care,18,12.5026,158990,Region 2,40.4974,7/1/2022,0.235,0.235914208,1,0.025171403,0
Primary Care,12,3.2038,13726,Region 2,1.3762,4/1/2018,0.153,0.700203992,0,0.001579225,0
Primary Care,15,2.0989,12069,Region 1,1.9211,10/1/2021,0.187,0.521749938,0,0.050302793,0
Primary Care,15,2.0989,12069,Region 1,1.9211,10/1/2021,0.187,0.521749938,0,0.050302793,0
Primary Care,14,0,1673,Region 1,0.56,8/1/2021,0.254,0,0,0.543160083,1
Primary Care,14,0,1673,Region 1,0.56,8/1/2021,0.254,0,0,0.543160083,1
Primary Care,14,0,1673,Region 1,0.56,8/1/2021,0.254,0,0,0.543160083,1
Primary Care,9,1.8,7698,Region 1,0.4,6/1/2019,0.15,0.818394388,0,0.010257342,0
Primary Care,9,1.8,7698,Region 1,0.4,6/1/2019,0.15,0.818394388,0,0.010257342,0
Primary Care,9,1.8,7698,Region 1,0.4,6/1/2019,0.15,0.818394388,0,0.010257342,0
Primary Care,14,0.578,5621,Region 1,1.292,2/1/2022,0.17,0.308486035,0,0.080398077,0
Primary Care,14,0.578,5621,Region 1,1.292,2/1/2022,0.17,0.308486035,0,0.080398077,0
Primary Care,15,0.2245,1394,Region 1,0.2355,4/1/2021,0.171,0.483500717,0,0.049525845,0
Primary Care,15,0.2245,1394,Region 1,0.2355,4/1/2021,0.171,0.483500717,0,0.049525845,0
Primary Care,13,1.3566,13176,Region 2,3.0334,12/1/2017,0.131,0.308894961,0,0.004491291,0
Primary Care,17,12.86,142833,Region 2,34.75,12/1/2017,0.312,0.270105648,0,0.078882021,0
Primary Care,17,12.86,142833,Region 2,34.75,12/1/2017,0.312,0.270105648,0,0.078882021,0
Primary Care,15,0.16,2935,Region 5,0.82,3/1/2019,0.125,0.163543441,0,0.068282904,0
Primary Care,16,0.1846,2820,Region 1,0.7554,12/1/2017,0.174,0.196453901,0,0.121740736,0
Primary Care,13,0.4,3975,Region 1,0.74,4/1/2021,0.201,0.352201258,0,0.121413456,0
Primary Care,15,1.0513,5270,Region 1,0.7087,9/1/2021,0.176,0.598481973,0,0.035516037,0
Primary Care,15,1.0513,5270,Region 1,0.7087,9/1/2021,0.176,0.598481973,0,0.035516037,0
Primary Care,15,1.0513,5270,Region 1,0.7087,9/1/2021,0.176,0.598481973,0,0.035516037,0
Primary Care,17,0,9041,Region 9,2.58,8/1/2017,0.151,0,0,0.120086182,0
Primary Care,16,0,5474,Region 9,1.56,9/1/2017,0.129,0,0,0.080990056,0
Primary Care,16,0,5474,Region 9,1.56,9/1/2017,0.129,0,0,0.080990056,0
Primary Care,12,0.595,2564,Region 9,0.255,3/1/2022,0.136,0.696177847,0,0.010067816,0
Primary Care,15,0,2424,Region 1,0.69,4/1/2021,0.155,0,0,0.155158966,0
Primary Care,15,0.59,12269,Region 7,3.5,8/1/2018,0.12,0.144266036,0,0.110339984,0
Primary Care,16,0.2666,12687,Region 2,3.9634,12/1/2017,0.168,0.063056672,0,0.022063077,0
Primary Care,14,1.1102,7570,Region 2,1.4098,12/1/2017,0.131,0.44002642,0,0.002955764,0
Primary Care,22,0,48580,Region 7,16.19,2/1/2022,0.311,0,1,0.907782952,1
Primary Care,9,24.025,84672,Region 7,0.165,2/1/2022,0.099,0.993102797,0,0.000470234,0
Primary Care,17,0.1426,28361,Region 7,9.3074,9/1/2017,0.146,0.015091146,0,0.263470641,0
Primary Care,17,0.1426,28361,Region 7,9.3074,9/1/2017,0.146,0.015091146,0,0.263470641,0
Primary Care,11,2.75,14421,Region 7,1.37,2/1/2022,0.089,0.667429443,0,0.010060088,0
Primary Care,13,1.175,8083,Region 7,1.135,5/1/2022,0.145,0.508722009,0,0.05364403,0
Primary Care,17,0,9242,Region 7,3.08,6/1/2017,0.168,0,0,0.338578979,0
Primary Care,7,4.875,21322,Region 5,1.215,10/1/2019,0.077,0.80020636,0,0.002441675,0
Primary Care,13,0.6808,3546,Region 5,0.4992,9/1/2021,0.093,0.575860124,0,0.010121245,0
Primary Care,8,3.8118,13789,Region 5,0.7882,3/1/2022,0.115,0.829284212,0,0.00500173,0
Primary Care,13,1.55,14742,Region 5,2.66,8/1/2017,0.079,0.367996201,0,0.014300447,0
Primary Care,15,0.6795,11537,Region 5,3.1705,5/1/2022,0.148,0.176649042,0,0.097138092,0
Primary Care,14,0.45,6147,Region 5,1.31,3/1/2022,0.091,0.256222548,0,0.027459037,0
Primary Care,15,5.0085,28095,Region 5,4.3515,3/1/2022,0.229,0.534828261,0,0.094127775,0
Primary Care,15,5.0085,28095,Region 5,4.3515,3/1/2022,0.229,0.534828261,0,0.094127775,0
Primary Care,13,0.425,4151,Region 5,0.765,8/1/2018,0.112,0.358467839,0,0.029245219,0
Primary Care,17,0.1572,4030,Region 5,1.1828,7/1/2021,0.163,0.117121588,0,0.149200464,0
Primary Care,14,15.1744,70677,Region 5,8.3856,3/1/2022,0.179,0.644099212,0,0.010464167,0
Primary Care,15,3.0378,19505,Region 5,3.4622,10/1/2021,0.156,0.467213535,0,0.037692967,0
Primary Care,17,0,8162,Region 5,2.33,3/1/2020,0.161,0,0,0.203325761,0
Primary Care,10,9.3,51088,Region 5,5.3,3/1/2022,0.12,0.637135922,0,0.006322716,0
Primary Care,11,1.0153,7629,Region 5,1.5247,12/1/2020,0.114,0.399265959,0,0.025503295,0
Primary Care,10,0.5276,8046,Region 5,2.1524,9/1/2019,0.117,0.196743724,0,0.053021757,0
Primary Care,16,0.8385,9323,Region 5,2.2715,2/1/2022,0.148,0.269870213,0,0.071873226,0
Primary Care,16,0.4505,4000,Region 5,0.8795,12/1/2017,0.17,0.338,0,0.087571137,0
Primary Care,17,4.6808,50316,Region 3,12.0892,11/1/2021,0.122,0.279076238,0,0.043360563,0
Primary Care,17,1.0456,22634,Region 3,6.4944,10/1/2021,0.165,0.138596801,0,0.173437473,0
Primary Care,9,2.38,7650,Region 3,0.17,12/1/2018,0.366,0.933333333,0,0.368849104,0
Primary Care,19,2.4238,12560,Region 4,1.7662,5/1/2022,0.336,0.578901274,1,0.532075713,1
Primary Care,13,9.3428,44778,Region 4,5.5872,1/1/2020,0.167,0.625932378,0,0.020411793,0
Primary Care,19,0.4462,9032,Region 4,2.5638,3/1/2020,0.187,0.148250664,1,0.249225786,0
Primary Care,16,0.734,8746,Region 4,2.186,5/1/2022,0.121,0.251772239,0,0.062069153,0
Primary Care,16,3,14509,Region 4,1.84,3/1/2022,0.312,0.620304639,0,0.373911238,0
Primary Care,17,1.4252,8311,Region 4,1.3448,3/1/2020,0.265,0.514498857,0,0.286406598,0
Primary Care,18,1.1974,12976,Region 4,3.1326,8/1/2018,0.253,0.276818742,1,0.418282567,0
Primary Care,16,1.1797,4989,Region 4,0.4803,5/1/2022,0.199,0.709360593,0,0.059110088,0
Primary Care,16,0.679,6515,Region 4,1.491,3/1/2022,0.156,0.312663085,0,0.095019284,0
Primary Care,14,6.1775,27855,Region 4,3.1025,3/1/2021,0.232,0.665302459,0,0.077219026,0
Primary Care,17,0.2288,6634,Region 4,1.9812,7/1/2022,0.156,0.103406693,0,0.177216626,0
Primary Care,15,1,7006,Region 4,1.34,3/1/2022,0.28,0.428204396,0,0.422672491,0
Primary Care,21,1.306,15816,Region 4,3.964,3/1/2022,0.359,0.247723824,1,0.854543769,1
Primary Care,8,4,14345,Region 4,0.1,5/1/2022,0.178,0.975949808,0,0.013321619,0
Primary Care,13,3,10624,Region 4,0.54,8/1/2021,0.241,0.847138554,0,0.06914631,0
Primary Care,16,3.275,12686,Region 4,0.955,3/1/2022,0.344,0.7744758,0,0.390784211,0
Primary Care,15,0.8366,8248,Region 4,1.9134,3/1/2022,0.185,0.304316198,0,0.156077581,0
Primary Care,17,0.134,7368,Region 4,2.326,3/1/2022,0.152,0.054560261,0,0.191559603,0
Primary Care,15,1.192,5021,Region 4,0.478,3/1/2022,0.237,0.712208723,0,0.113106367,0
Primary Care,16,0.7478,6202,Region 4,1.3222,8/1/2018,0.157,0.36165753,0,0.083143152,0
Primary Care,14,6.3865,30625,Region 4,3.8235,12/1/2017,0.188,0.625632653,0,0.039342465,0
Primary Care,17,0.3116,12239,Region 4,3.7684,3/1/2022,0.151,0.07639513,0,0.179655082,0
Primary Care,18,1,5680,Region 4,0.89,3/1/2022,0.282,0.528169014,1,0.354652683,0
Primary Care,16,1.6744,9694,Region 4,1.5556,3/1/2020,0.178,0.51815556,0,0.06969741,0
Primary Care,15,0,8637,Region 4,2.47,3/1/2022,0.117,0,0,0.129223407,0
Primary Care,19,1,11557,Region 4,2.85,3/1/2022,0.227,0.259582937,1,0.32051313,0
Primary Care,17,3.7996,56230,Region 2,14.9404,8/1/2018,0.174,0.202720967,0,0.013649757,0
Primary Care,16,0.2166,18447,Region 2,5.9334,11/1/2019,0.128,0.035236082,0,0.01193293,0
Primary Care,15,8.7722,58611,Region 2,10.7678,7/1/2022,0.181,0.449011278,0,0.003943645,0
Primary Care,14,8.0682,45639,Region 2,7.1418,12/1/2020,0.137,0.530357808,0,0.001336489,0
Primary Care,16,1.5,10690,Region 6,2.06,12/1/2021,0.266,0.420954163,0,0.306172962,0
Primary Care,16,4.194,19233,Region 6,2.216,3/1/2022,0.172,0.654188114,0,0.026246989,0
Primary Care,18,0.475,30648,Region 6,9.745,12/1/2021,0.168,0.046495693,1,0.226106632,0
Primary Care,19,0,14051,Region 6,4.68,12/1/2021,0.261,0,1,0.651822299,1
Primary Care,15,1.5,8143,Region 6,1.21,11/1/2021,0.203,0.552621884,0,0.080045928,0
Primary Care,17,4.2,41188,Region 6,7.57,3/1/2022,0.094,0.356900068,0,0.017548686,0
Primary Care,17,8.28,38887,Region 6,2.83,4/1/2019,0.24,0.745236197,0,0.046720908,0
Primary Care,17,0,5206,Region 6,1.74,3/1/2022,0.382,0,0,0.945712132,1
Primary Care,19,1.2,15148,Region 6,3.85,3/1/2022,0.237,0.237655136,1,0.32725343,0
Primary Care,18,1.8,10068,Region 6,1.56,10/1/2021,0.349,0.536352801,1,0.585352478,1
Primary Care,18,0,241817,Region 6,80.61,12/1/2021,0.166,0,1,0.573748225,1
Primary Care,18,0.5725,22994,Region 6,7.0875,11/1/2021,0.209,0.074715143,1,0.352956479,0
Primary Care,12,4.5,17763,Region 6,1.42,12/1/2021,0.249,0.760006756,0,0.073090395,0
Primary Care,10,38.45,124418,Region 6,3.02,3/1/2022,0.209,0.927116655,0,0.000626711,0
Primary Care,20,1.6,12917,Region 6,2.09,10/1/2021,0.2,0.433537199,1,0.108213681,0
Primary Care,9,17.18,63174,Region 6,0.87,2/1/2022,0.194,0.95181562,0,0.004058512,0
Primary Care,14,3.2,19170,Region 6,2.28,11/1/2021,0.105,0.584246218,0,0.010524017,0
Primary Care,8,0,855,Region 8,0.28,12/1/2021,0.161,0,0,0.465909537,0
